Team,Player,Event,Mins,Secs,X,Y,X2,Y2
Home,59 Vldz,Pass Received,106,0,87,87,-,-
Home,59 Vldz,Pass,106,3,81,86,65,85
Home,58 Sagua,Pass Received,106,3,65,85,-,-
Home,52 Mndz,Pass,107,2,89,8,63,12
Home,13 Dlgd,Pass Received,107,2,63,12,-,-
Home,13 Dlgd,Pass,107,3,63,12,51,2
Home,9 Jama,Pass Received,107,3,51,2,-,-
Home,9 Jama,Pass,107,10,48,3,13,16
Home,13 Dlgd,Pass Received,107,10,12,16,-,-
Home,13 Dlgd,Pass,107,12,5,19,11,40
Home,58 Sagua,Pass Received,107,12,11,40,-,-
Home,58 Sagua,Shot,107,12,11,39,9,42
Home,10 Cbzs,Pass,107,26,9,88,22,84
Home,59 Vldz,Pass Received,107,26,22,84,-,-
Home,56 Cruz,Pass,108,17,50,72,45,59
Home,5 Esbin,Pass Received,108,17,45,59,-,-
Home,5 Esbin,Pass,108,19,51,51,56,33
Home,2 Castro,Pass Received,108,19,56,33,-,-
Home,2 Castro,Pass,108,20,55,31,42,38
Home,13 Dlgd,Pass Received,108,20,42,38,-,-
Home,56 Cruz,Pass,108,45,45,15,59,16
Home,2 Castro,Pass Received,108,45,59,15,-,-
Home,2 Castro,Pass,108,51,59,17,78,59
Home,1,Pass Received,108,51,78,60,-,-
Home,1,Pass,108,53,78,60,67,63
Home,3 Loor,Pass Received,108,53,67,63,-,-
Home,3 Loor,Pass,108,56,67,63,56,67
Home,56 Cruz,Pass Received,108,56,56,68,-,-
Home,5 Esbin,Pass,109,23,37,8,41,22
Home,10 Cbzs,Pass Received,109,23,41,22,-,-
Home,10 Cbzs,Pass,109,28,38,22,13,11
Home,9 Jama,Pass Received,109,28,13,11,-,-
Home,9 Jama,Pass,109,31,12,10,19,16
Home,52 Mndz,Pass Received,109,31,19,16,-,-
Home,5 Esbin,Pass,110,56,74,14,85,45
Home,1,Pass Received,110,56,85,45,-,-
Home,1,Pass,110,58,78,51,79,70
Home,3 Loor,Pass Received,110,58,79,71,-,-
Home,3 Loor,Pass,111,1,79,72,79,28
Home,2 Castro,Pass Received,111,1,79,27,-,-
Home,2 Castro,Pass,111,4,79,27,65,38
Home,56 Cruz,Pass Received,111,4,65,38,-,-
Home,56 Cruz,Pass,111,7,65,35,55,14
Home,13 Dlgd,Pass Received,111,7,55,15,-,-
Home,13 Dlgd,Pass,111,8,55,15,64,14
Home,5 Esbin,Pass Received,111,8,64,14,-,-
Home,5 Esbin,Pass,111,11,63,18,51,29
Home,13 Dlgd,Pass Received,111,11,50,29,-,-
Home,13 Dlgd,Pass,111,13,50,34,57,45
Home,56 Cruz,Pass Received,111,13,57,45,-,-
Home,56 Cruz,Pass,111,16,53,44,51,67
Home,58 Sagua,Pass Received,111,16,51,67,-,-
Home,58 Sagua,Pass,111,23,33,84,37,75
Home,10 Cbzs,Pass Received,111,23,37,74,-,-
Home,10 Cbzs,Pass,111,26,36,75,20,85
Home,59 Vldz,Pass Received,111,26,19,85,-,-
Home,1,Pass,113,23,88,38,90,63
Home,3 Loor,Pass Received,113,23,90,63,-,-
Home,3 Loor,Pass,113,26,90,65,84,91
Home,59 Vldz,Pass Received,113,26,84,91,-,-
Home,59 Vldz,Pass,113,31,81,92,47,96
Home,10 Cbzs,Pass Received,113,31,47,95,-,-
Home,10 Cbzs,Pass,113,32,46,92,41,79
Home,13 Dlgd,Pass Received,113,32,40,79,-,-
Home,52 Mndz,Pass,113,43,58,17,70,26
Home,2 Castro,Pass Received,113,43,70,27,-,-
Home,2 Castro,Pass,113,44,69,27,59,38
Home,56 Cruz,Pass Received,113,44,59,38,-,-
Home,56 Cruz,Pass,113,49,56,38,26,77
Home,10 Cbzs,Pass Received,113,49,25,77,-,-
Home,10 Cbzs,Shot,113,53,24,65,17,62
Home,7 Qntrs,Shot,13,34,71,47,100,50
